Group,SAP Test ,Test Description,UOM,SAP Material 
P524DR01,SAL_375,SALMONELLA PER 375G,,20372610.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594039.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594077.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594079.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20372565.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594080.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594081.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594083.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594092.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594096.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594100.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594102.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594104.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20593365.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20595090.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20595091.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20595092.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20501009.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20589560.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594028.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594026.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594027.0
P524DR01,SAL_375,SALMONELLA PER 375G,,20594082.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589559.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589576.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589105.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589210.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589224.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589228.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589239.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20590099.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594022.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20503271.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20372610.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594039.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594077.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594079.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20372565.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594080.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594081.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594083.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594092.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594096.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594100.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594102.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594104.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20593365.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20595090.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20595091.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20595092.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20501009.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20589560.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594028.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594026.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594027.0
P524DR01,SPC,AEROBIC PLATE COUNT,CFU/g,20594082.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589559.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589576.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589105.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589210.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589224.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589228.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589239.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20590099.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594022.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20503271.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20372610.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594039.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594077.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594079.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20372565.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594080.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594081.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594083.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594092.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594096.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594100.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594102.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594104.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20593365.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20595090.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20595091.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20595092.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20501009.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20589560.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594028.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594026.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594027.0
P524DR01,COLIFORM,COLIFORM,CFU/g,20594082.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589559.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589576.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589105.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589210.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589224.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589228.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589239.0
P524DR01,ECOLIN,E.COLI,CFU/g,20590099.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594022.0
P524DR01,ECOLIN,E.COLI,CFU/g,20503271.0
P524DR01,ECOLIN,E.COLI,CFU/g,20372610.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594039.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594077.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594079.0
P524DR01,ECOLIN,E.COLI,CFU/g,20372565.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594080.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594081.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594083.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594092.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594096.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594100.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594102.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594104.0
P524DR01,ECOLIN,E.COLI,CFU/g,20593365.0
P524DR01,ECOLIN,E.COLI,CFU/g,20595090.0
P524DR01,ECOLIN,E.COLI,CFU/g,20595091.0
P524DR01,ECOLIN,E.COLI,CFU/g,20595092.0
P524DR01,ECOLIN,E.COLI,CFU/g,20501009.0
P524DR01,ECOLIN,E.COLI,CFU/g,20589560.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594028.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594026.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594027.0
P524DR01,ECOLIN,E.COLI,CFU/g,20594082.0
P524DR01,MOULDS,MOLD,CFU/g,20589559.0
P524DR01,MOULDS,MOLD,CFU/g,20589576.0
P524DR01,MOULDS,MOLD,CFU/g,20589105.0
P524DR01,MOULDS,MOLD,CFU/g,20589210.0
P524DR01,MOULDS,MOLD,CFU/g,20589224.0
P524DR01,MOULDS,MOLD,CFU/g,20589228.0
P524DR01,MOULDS,MOLD,CFU/g,20589239.0
P524DR01,MOULDS,MOLD,CFU/g,20590099.0
P524DR01,MOULDS,MOLD,CFU/g,20594022.0
P524DR01,MOULDS,MOLD,CFU/g,20503271.0
P524DR01,MOULDS,MOLD,CFU/g,20372610.0
P524DR01,MOULDS,MOLD,CFU/g,20594039.0
P524DR01,MOULDS,MOLD,CFU/g,20594077.0
P524DR01,MOULDS,MOLD,CFU/g,20594079.0
P524DR01,MOULDS,MOLD,CFU/g,20372565.0
P524DR01,MOULDS,MOLD,CFU/g,20594080.0
P524DR01,MOULDS,MOLD,CFU/g,20594081.0
P524DR01,MOULDS,MOLD,CFU/g,20594083.0
P524DR01,MOULDS,MOLD,CFU/g,20594092.0
P524DR01,MOULDS,MOLD,CFU/g,20594096.0
P524DR01,MOULDS,MOLD,CFU/g,20594100.0
P524DR01,MOULDS,MOLD,CFU/g,20594102.0
P524DR01,MOULDS,MOLD,CFU/g,20594104.0
P524DR01,MOULDS,MOLD,CFU/g,20593365.0
P524DR01,MOULDS,MOLD,CFU/g,20595090.0
P524DR01,MOULDS,MOLD,CFU/g,20595091.0
P524DR01,MOULDS,MOLD,CFU/g,20595092.0
P524DR01,MOULDS,MOLD,CFU/g,20501009.0
P524DR01,MOULDS,MOLD,CFU/g,20589560.0
P524DR01,MOULDS,MOLD,CFU/g,20594028.0
P524DR01,MOULDS,MOLD,CFU/g,20594026.0
P524DR01,MOULDS,MOLD,CFU/g,20594027.0
P524DR01,MOULDS,MOLD,CFU/g,20594082.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589559.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589576.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589105.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589210.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589224.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589228.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589239.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20590099.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594022.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20503271.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20372610.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594039.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594077.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594079.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20372565.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594080.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594081.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594083.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594092.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594096.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594100.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594102.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594104.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20593365.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20595090.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20595091.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20595092.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20501009.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20589560.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594028.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594026.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594027.0
P524DR01,S_AUREUS,STAPHYLOCOCCUS AUREUS,CFU/g,20594082.0
P524DR01,YEAST,YEAST,CFU/g,20589559.0
P524DR01,YEAST,YEAST,CFU/g,20589576.0
P524DR01,YEAST,YEAST,CFU/g,20589105.0
P524DR01,YEAST,YEAST,CFU/g,20589210.0
P524DR01,YEAST,YEAST,CFU/g,20589224.0
P524DR01,YEAST,YEAST,CFU/g,20589228.0
P524DR01,YEAST,YEAST,CFU/g,20589239.0
P524DR01,YEAST,YEAST,CFU/g,20590099.0
P524DR01,YEAST,YEAST,CFU/g,20594022.0
P524DR01,YEAST,YEAST,CFU/g,20503271.0
P524DR01,YEAST,YEAST,CFU/g,20372610.0
P524DR01,YEAST,YEAST,CFU/g,20594039.0
P524DR01,YEAST,YEAST,CFU/g,20594077.0
P524DR01,YEAST,YEAST,CFU/g,20594079.0
P524DR01,YEAST,YEAST,CFU/g,20372565.0
P524DR01,YEAST,YEAST,CFU/g,20594080.0
P524DR01,YEAST,YEAST,CFU/g,20594081.0
P524DR01,YEAST,YEAST,CFU/g,20594083.0
P524DR01,YEAST,YEAST,CFU/g,20594092.0
P524DR01,YEAST,YEAST,CFU/g,20594096.0
P524DR01,YEAST,YEAST,CFU/g,20594100.0
P524DR01,YEAST,YEAST,CFU/g,20594102.0
P524DR01,YEAST,YEAST,CFU/g,20594104.0
P524DR01,YEAST,YEAST,CFU/g,20593365.0
P524DR01,YEAST,YEAST,CFU/g,20595090.0
P524DR01,YEAST,YEAST,CFU/g,20595091.0
P524DR01,YEAST,YEAST,CFU/g,20595092.0
P524DR01,YEAST,YEAST,CFU/g,20501009.0
P524DR01,YEAST,YEAST,CFU/g,20589560.0
P524DR01,YEAST,YEAST,CFU/g,20594028.0
P524DR01,YEAST,YEAST,CFU/g,20594026.0
P524DR01,YEAST,YEAST,CFU/g,20594027.0
P524DR01,YEAST,YEAST,CFU/g,20594082.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20591888.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20591892.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20592768.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20592774.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20592778.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20592804.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20592912.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20594244.0
P962ROH1,THRMSPAE,Spores thermophiles aérobique,CFU/g,20592961.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20591888.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20591892.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20592768.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20592774.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20592778.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20592804.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20592912.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20594244.0
P962ROH1,MESOSPAE,Spores mésophiles aérobique,CFU/g,20592961.0
P522CA03,SPC,Aerobic plate count,CFU/g,70405609.0
P522CA03,SPC,Aerobic plate count,CFU/g,20588867.0
P522CA03,SPC,Aerobic plate count,CFU/g,20588868.0
P522CA03,COLIFORM,Coliform,MPN/g,70405609.0
P522CA03,COLIFORM,Coliform,MPN/g,20588867.0
P522CA03,COLIFORM,Coliform,MPN/g,20588868.0
P522CA03,ECOLIN,E. Coli,MPN/g,70405609.0
P522CA03,ECOLIN,E. Coli,MPN/g,20588867.0
P522CA03,ECOLIN,E. Coli,MPN/g,20588868.0
P522CA03,MOULDS,Mold,CFU/g,70405609.0
P522CA03,MOULDS,Mold,CFU/g,20588867.0
P522CA03,MOULDS,Mold,CFU/g,20588868.0
P522CA03,SAL_25,Salmonella per 25g,,70405609.0
P522CA03,SAL_25,Salmonella per 25g,,20588867.0
P522CA03,SAL_25,Salmonella per 25g,,20588868.0
P522CA03,YEAST,Yeast,CFU/g,70405609.0
P522CA03,YEAST,Yeast,CFU/g,20588867.0
P522CA03,YEAST,Yeast,CFU/g,20588868.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592191.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592057.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592070.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592173.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592180.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592198.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592205.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592189.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592190.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592194.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592207.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592210.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592208.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592197.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592204.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592209.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592188.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592053.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592058.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592069.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592071.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592170.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592171.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592202.0
P522CL01,SPC,Aerobic plate count,CFU/g,20592217.0
P522CL01,COLIFORM,Coliform,MPN/g,20592191.0
P522CL01,COLIFORM,Coliform,MPN/g,20592057.0
P522CL01,COLIFORM,Coliform,MPN/g,20592070.0
P522CL01,COLIFORM,Coliform,MPN/g,20592173.0
P522CL01,COLIFORM,Coliform,MPN/g,20592180.0
P522CL01,COLIFORM,Coliform,MPN/g,20592198.0
P522CL01,COLIFORM,Coliform,MPN/g,20592205.0
P522CL01,COLIFORM,Coliform,MPN/g,20592189.0
P522CL01,COLIFORM,Coliform,MPN/g,20592190.0
P522CL01,COLIFORM,Coliform,MPN/g,20592194.0
P522CL01,COLIFORM,Coliform,MPN/g,20592207.0
P522CL01,COLIFORM,Coliform,MPN/g,20592210.0
P522CL01,COLIFORM,Coliform,MPN/g,20592208.0
P522CL01,COLIFORM,Coliform,MPN/g,20592197.0
P522CL01,COLIFORM,Coliform,MPN/g,20592204.0
P522CL01,COLIFORM,Coliform,MPN/g,20592209.0
P522CL01,COLIFORM,Coliform,MPN/g,20592188.0
P522CL01,COLIFORM,Coliform,MPN/g,20592053.0
P522CL01,COLIFORM,Coliform,MPN/g,20592058.0
P522CL01,COLIFORM,Coliform,MPN/g,20592069.0
P522CL01,COLIFORM,Coliform,MPN/g,20592071.0
P522CL01,COLIFORM,Coliform,MPN/g,20592170.0
P522CL01,COLIFORM,Coliform,MPN/g,20592171.0
P522CL01,COLIFORM,Coliform,MPN/g,20592202.0
P522CL01,COLIFORM,Coliform,MPN/g,20592217.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592191.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592057.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592070.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592173.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592180.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592198.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592205.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592189.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592190.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592194.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592207.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592210.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592208.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592197.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592204.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592209.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592188.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592053.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592058.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592069.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592071.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592170.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592171.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592202.0
P522CL01,ECOLIN,E. Coli,MPN/g,20592217.0
P522CL01,MOULDS,Mold,CFU/g,20592191.0
P522CL01,MOULDS,Mold,CFU/g,20592057.0
P522CL01,MOULDS,Mold,CFU/g,20592070.0
P522CL01,MOULDS,Mold,CFU/g,20592173.0
P522CL01,MOULDS,Mold,CFU/g,20592180.0
P522CL01,MOULDS,Mold,CFU/g,20592198.0
P522CL01,MOULDS,Mold,CFU/g,20592205.0
P522CL01,MOULDS,Mold,CFU/g,20592189.0
P522CL01,MOULDS,Mold,CFU/g,20592190.0
P522CL01,MOULDS,Mold,CFU/g,20592194.0
P522CL01,MOULDS,Mold,CFU/g,20592207.0
P522CL01,MOULDS,Mold,CFU/g,20592210.0
P522CL01,MOULDS,Mold,CFU/g,20592208.0
P522CL01,MOULDS,Mold,CFU/g,20592197.0
P522CL01,MOULDS,Mold,CFU/g,20592204.0
P522CL01,MOULDS,Mold,CFU/g,20592209.0
P522CL01,MOULDS,Mold,CFU/g,20592188.0
P522CL01,MOULDS,Mold,CFU/g,20592053.0
P522CL01,MOULDS,Mold,CFU/g,20592058.0
P522CL01,MOULDS,Mold,CFU/g,20592069.0
P522CL01,MOULDS,Mold,CFU/g,20592071.0
P522CL01,MOULDS,Mold,CFU/g,20592170.0
P522CL01,MOULDS,Mold,CFU/g,20592171.0
P522CL01,MOULDS,Mold,CFU/g,20592202.0
P522CL01,MOULDS,Mold,CFU/g,20592217.0
P522CL01,SAL_25,Salmonella per 25g,,20592191.0
P522CL01,SAL_25,Salmonella per 25g,,20592057.0
P522CL01,SAL_25,Salmonella per 25g,,20592070.0
P522CL01,SAL_25,Salmonella per 25g,,20592173.0
P522CL01,SAL_25,Salmonella per 25g,,20592180.0
P522CL01,SAL_25,Salmonella per 25g,,20592198.0
P522CL01,SAL_25,Salmonella per 25g,,20592205.0
P522CL01,SAL_25,Salmonella per 25g,,20592189.0
P522CL01,SAL_25,Salmonella per 25g,,20592190.0
P522CL01,SAL_25,Salmonella per 25g,,20592194.0
P522CL01,SAL_25,Salmonella per 25g,,20592207.0
P522CL01,SAL_25,Salmonella per 25g,,20592210.0
P522CL01,SAL_25,Salmonella per 25g,,20592208.0
P522CL01,SAL_25,Salmonella per 25g,,20592197.0
P522CL01,SAL_25,Salmonella per 25g,,20592204.0
P522CL01,SAL_25,Salmonella per 25g,,20592209.0
P522CL01,SAL_25,Salmonella per 25g,,20592188.0
P522CL01,SAL_25,Salmonella per 25g,,20592053.0
P522CL01,SAL_25,Salmonella per 25g,,20592058.0
P522CL01,SAL_25,Salmonella per 25g,,20592069.0
P522CL01,SAL_25,Salmonella per 25g,,20592071.0
P522CL01,SAL_25,Salmonella per 25g,,20592170.0
P522CL01,SAL_25,Salmonella per 25g,,20592171.0
P522CL01,SAL_25,Salmonella per 25g,,20592202.0
P522CL01,SAL_25,Salmonella per 25g,,20592217.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592191.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592057.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592070.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592173.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592180.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592198.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592205.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592189.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592190.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592194.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592207.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592210.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592208.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592197.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592204.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592209.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592188.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592053.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592058.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592069.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592071.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592170.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592171.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592202.0
P522CL01,S_AUREUS,Staphylococcus Aureus,CFU/g,20592217.0
P522CL01,YEAST,Yeast,CFU/g,20592191.0
P522CL01,YEAST,Yeast,CFU/g,20592057.0
P522CL01,YEAST,Yeast,CFU/g,20592070.0
P522CL01,YEAST,Yeast,CFU/g,20592173.0
P522CL01,YEAST,Yeast,CFU/g,20592180.0
P522CL01,YEAST,Yeast,CFU/g,20592198.0
P522CL01,YEAST,Yeast,CFU/g,20592205.0
P522CL01,YEAST,Yeast,CFU/g,20592189.0
P522CL01,YEAST,Yeast,CFU/g,20592190.0
P522CL01,YEAST,Yeast,CFU/g,20592194.0
P522CL01,YEAST,Yeast,CFU/g,20592207.0
P522CL01,YEAST,Yeast,CFU/g,20592210.0
P522CL01,YEAST,Yeast,CFU/g,20592208.0
P522CL01,YEAST,Yeast,CFU/g,20592197.0
P522CL01,YEAST,Yeast,CFU/g,20592204.0
P522CL01,YEAST,Yeast,CFU/g,20592209.0
P522CL01,YEAST,Yeast,CFU/g,20592188.0
P522CL01,YEAST,Yeast,CFU/g,20592053.0
P522CL01,YEAST,Yeast,CFU/g,20592058.0
P522CL01,YEAST,Yeast,CFU/g,20592069.0
P522CL01,YEAST,Yeast,CFU/g,20592071.0
P522CL01,YEAST,Yeast,CFU/g,20592170.0
P522CL01,YEAST,Yeast,CFU/g,20592171.0
